"Entry","Positive","Strong","Active","Role","Negative","Weak","Passive","Object"
"SOUTHWEST",,,,,,,,
"SOVEREIGN",,"Strong",,,,,,
"SOVEREIGNTY",,"Strong",,,,,,
"SOVIET",,,,,,,,
"SPACE#1",,,,,,,,
"SPACE#2",,,,,,,,
"SPAIN",,,,,,,,
"SPAN#1",,,,,,,,
"SPAN#2",,,,,,,,
"SPANISH",,,,,,,,
"SPANK",,,"Active",,"Negativ",,,
"SPARE#1",,,,,,,,
"SPARE#2","Positiv","Strong",,,,,,
"SPARE#3",,,,,,,,
"SPARK",,,,,,,,
"SPARKLE","Positiv",,,,,,"Passive",
"SPEAK#1",,,"Active",,,,,
"SPEAK#2",,,"Active",,,,,
"SPEAK#3",,,"Active",,,,,
"SPEAK#4",,,,,,,,
"SPEAK#5",,,,,,,,
"SPEAK#6",,,,,,,,
"SPEAKER",,,"Active","Role",,,,
"SPEAR#1",,,,,,,,"Object"
"SPEAR#2",,"Strong","Active",,"Negativ",,,
"SPECIAL","Positiv",,,,,,,
"SPECIALISATION#1",,,,,,,,
"SPECIALIST",,,,"Role",,,,
"SPECIALIZATION",,,,,,,,
"SPECIFIC#1",,,,,,,,
"SPECIFIC#2",,,,,,,,
"SPECIFICALLY",,,,,,,,
"SPECIFICATION",,,,,,,,
"SPECIFY",,,"Active",,,,,
"SPECTACLE",,,,,,,,
"SPECTACULAR","Positiv","Strong",,,,,,
"SPECTATOR",,,,"Role",,,"Passive",
"SPECULATE",,,,,,,,
"SPECULATION",,,,,,,,
"SPECULATIVE",,,,,,,,
"SPEECH#1",,,,,,,,
"SPEECH#2",,,,,,,,
"SPEECH#3",,,,,,,,
"SPEECHLESS",,,,,,"Weak","Passive",
"SPEED#1",,"Strong","Active",,,,,
"SPEED#2",,"Strong","Active",,,,,
"SPEEDILY","Positiv",,,,,,,
"SPEEDY",,,,,,,,
"SPELL#1",,,,,,,,
"SPELL#2",,,,,,,,
"SPEND#1",,,,,,,,
"SPEND#2",,,"Active",,,,,
"SPEND#3",,,,,,"Weak","Passive",
"SPENT#1",,,,,,,,
"SPILL",,,"Active",,"Negativ",,,
"SPIN",,,,,,,,
"SPINSTER",,,,"Role","Negativ",,,
"SPIRIT#1",,,,,,,,
"SPIRIT#2",,,,,,,,
"SPIRITUAL",,,,,,,,
"SPIT#1",,,,,,,,
"SPIT#2",,,,,,,,
"SPITE#1",,,,,,,,
"SPITE#2",,,,,"Negativ",,,
"SPITEFUL",,,,,"Negativ",,,
"SPLENDID","Positiv",,,,,,,
"SPLENDOR","Positiv",,,,,,,
"SPLIT#1",,"Strong","Active",,,,,
"SPLIT#2",,,,,,"Weak","Passive",
"SPLIT#3",,,,,"Negativ",,,
"SPOIL",,,,,"Negativ",,,
"SPOKE#1",,,"Active",,,,,
"SPOKE#2",,,"Active",,,,,
"SPOKE#3",,,"Active",,,,,
"SPOKE#4",,,,,,,,"Object"
"SPOKEN#1",,,,,,,,
"SPOKESMAN",,,"Active","Role",,,,
"SPONSOR#1",,,"Active","Role",,,,
"SPONSOR#2",,"Strong","Active",,,,,
"SPONTANEOUS",,"Strong",,,,,,
"SPORADIC",,,,,,"Weak",,
"SPORT#1",,,,,,,,
"SPORT#2",,,,,,,,
"SPORT#3",,,,,,,,
"SPOT#1",,,,,,,,
"SPOT#2",,,,,,,,
"SPOT#3",,,,,,,,
"SPOT#4",,,,,,,,
"SPOT#5",,,,,"Negativ",,,
"SPOTLESS","Positiv",,,,,,,
"SPRAIN",,,,,"Negativ",,"Passive",
"SPRANG",,,"Active",,,,,
"SPRAWL",,,,,,,"Passive",
"SPRAY#1",,,,,,,,
"SPRAY#2",,,,,,,,
"SPREAD#1",,,,,,,,
"SPREAD#2",,,,,,,,
"SPREADER",,,,,,,,"Object"
"SPRIGHTLY","Positiv","Strong","Active",,,,,
"SPRING#1",,,,,,,,
"SPRING#2",,,,,,,,
"SPRING#3",,,"Active",,,,,
"SPRINKLE",,,,,,,,
"SPRUNG",,,"Active",,,,,
"SPUN#1",,,,,,,,
"SPUN#2",,,,,,,,
"SPUR#1",,,,,,,,"Object"
"SPUR#2",,,,,,,,
"SPUTTER",,,"Active",,"Negativ",,,
"SQUAD",,,,,,,,
"SQUADRON",,,,,,,,
"SQUALL",,,,,,,,
"SQUANDER",,,"Active",,"Negativ",,,
"SQUANDOR",,,,,,,,
"SQUARE",,,,,,,,
"SQUARELY","Positiv","Strong",,,,,,
"SQUAT#1",,,,,,,,
"SQUAT#2",,,,,,,"Passive",
"SQUEEZE#1",,,,,,,,
"SQUEEZE#2",,"Strong","Active",,,,,
"SQUIRREL",,,,,,,,
"STAB",,,"Active",,"Negativ",,,
"STABILITY","Positiv","Strong",,,,,,
"STABILIZE","Positiv","Strong","Active",,,,,
"STABLE","Positiv","Strong",,,,,,
"STADIUM",,,,,,,,
"STAFF",,,,,,,,
"STAGE#1",,,,,,,,
"STAGE#2",,,,,,,,
"STAGE#3",,,"Active",,,,,
"STAGECOACH",,,,,,,,"Object"
"STAGGER",,,,,,"Weak","Passive",
"STAGNANT",,,,,"Negativ",,,
"STAIN",,,,,"Negativ",,"Passive",
"STAIR",,,,,,,,"Object"
"STAIRWAY",,,,,,,,"Object"
"STAKE",,,,,,,,
"STALE",,,,,"Negativ","Weak",,
"STALEMATE",,,,,"Negativ",,,
"STALIN",,,,,,,,
"STALL#1",,,,,,,,
"STALL#2",,,,,,"Weak",,
"STAMMER",,,"Active",,"Negativ",,,
"STAMP#1",,,,,,,,"Object"
"STAMP#2",,"Strong","Active",,"Negativ",,,
"STANCE",,,,,,,,
"STAND#1",,"Strong",,,,,,
"STAND#2",,"Strong",,,,,,
"STAND#3",,"Strong","Active",,,,,
"STAND#4",,"Strong",,,,,"Passive",
"STAND#5","Positiv","Strong",,,,,,
"STAND#6",,,,,,,,
"STAND#7",,"Strong",,,,,,
"STANDARD#1",,,,,,,,
"STANDARD#2",,,,,,,,
"STANDARDIZE","Positiv",,"Active",,,,,
"STANDPOINT",,,,,,,,
"STANDSTILL",,,,,"Negativ",,,
"STAPLE","Positiv",,,,,,,
"STAR#1",,,,,,,,
"STAR#2",,,,"Role",,,,
"STAR#3",,,,,,,,
"STARE#1",,,,,,,,
"STARE#2",,,,,,,,
"STARK",,,,,"Negativ",,,
"START#1",,,"Active",,,,,
"START#2",,,,,,,,
"START#3",,,,,,,"Passive",
"START#4",,,,,,,,
"START#5",,,,,,,"Passive",
"STARTER",,,,,,,,"Object"
"STARTLE",,,,,"Negativ",,"Passive",
"STARVATION",,,,,"Negativ","Weak",,
"STARVE",,,,,"Negativ","Weak","Passive",
"STATE#1",,"Strong",,,,,,
"STATE#2",,,,,,,,
"STATE#3",,,"Active",,,,,
"STATE#4",,,,,,,,
"STATE#5",,,,,,,,
"STATE#6",,,,,,,,
"STATELY","Positiv",,,,,,,
"STATEMENT",,,,,,,,
"STATESMAN",,"Strong",,"Role",,,,
"STATESMEN",,"Strong",,"Role",,,,
"STATIC",,,,,"Negativ",,,
"STATION#1",,,,,,,,
"STATION#2",,,"Active",,,,,
"STATION#3",,,,,,,,"Object"
"STATION#4",,,,,,,,
"STATIONARY",,,,,,,"Passive",
"STATISTICAL",,,,,,,,
"STATISTICS",,,,,,,,
"STATUESQUE","Positiv","Strong",,,,,,
"STATUS#1",,,,,,,,
"STATUS#2",,,,,,,,
"STATUTE",,,,,,,,
"STATUTORY",,,,,,,,
"STAUNCH","Positiv","Strong",,,,,,
"STAUNCHNESS","Positiv","Strong",,,,,,
"STAY#1",,,,,,,,
"STAY#2",,,,,,,,
"STEADFAST","Positiv","Strong",,,,,,
"STEADFASTNESS","Positiv","Strong",,,,,,
"STEADILY",,"Strong",,,,,,
"STEADINESS","Positiv","Strong",,,,,,
"STEADY","Positiv","Strong",,,,,,
"STEAK",,,,,,,,"Object"
"STEAL#1",,,"Active",,"Negativ",,,
"STEAL#2",,,"Active",,"Negativ",,,
"STEAM#1",,,,,,,,
"STEAM#2",,,,,,,,
"STEAMER",,,,,,,,"Object"
"STEEL",,"Strong",,,,,,"Object"
"STEEP",,,,,,,,
"STEER#1",,,,,,,,
"STEER#2",,,"Active",,,,,
"STEM#1",,,,,,,,"Object"
"STEM#2",,,,,,,"Passive",
"STEP#1",,,,,,,,
"STEP#2",,,"Active",,,,,
"STEP#3",,"Strong","Active",,,,,
"STEP#4",,,,,,,,
"STEPPES",,,,,,,,
"STEREO",,,,,,,,"Object"
"STEREOTYPE",,,,,,,,
"STERLING",,,,,,,,
"STERN",,"Strong",,,"Negativ",,,
"STICK#1",,,,,,,,"Object"
"STICK#2",,"Strong","Active",,,,,
"STICK#3",,"Strong","Active",,,,,
"STICK#4",,,,,,"Weak","Passive",
"STICK#5",,"Strong","Active",,,,,
"STICK#6",,,,,"Negativ",,,
"STIFF",,"Strong",,,,,,
"STIFFLY",,"Strong",,,,,,
"STIFLE",,"Strong","Active",,"Negativ",,,
"STIGMA",,,,,"Negativ",,,
"STILL#1",,,,,,,,
"STILL#2",,,,,,,,
"STILL#3",,,,,,,,
"STILL#4",,,,,,,,
"STILL#5",,"Strong","Active",,,,,
"STIMULATE","Positiv",,"Active",,,,,
"STIMULATION","Positiv",,"Active",,,,,
"STIMULUS",,,,,,,,
"STING",,,"Active",,"Negativ",,,
"STINK",,,,,"Negativ",,,
"STIPULATE",,,,,,,,
"STIPULATION",,,,,,,,
"STIR",,,,,,,,
"STOCK",,,,,,,,
"STOCKPILE",,,,,,,,
"STOICISM",,"Strong",,,,,,
"STOLE",,,"Active",,"Negativ",,,
"STOLEN#1",,,,,"Negativ",,,
"STOLEN#2",,,,,"Negativ",,,
"STOMACH#1",,,,,,,,
"STOMACH#2",,"Strong",,,,,,
"STONE#1",,"Strong",,,,,,
"STONE#2",,,"Active",,,,,
"STOOD#1",,"Strong",,,,,,
"STOOD#2",,"Strong","Active",,,,,
"STOOD#3",,"Strong",,,,,"Passive",
"STOOD#4","Positiv","Strong",,,,,,
"STOP#1",,,,,,,,
"STOP#2",,"Strong","Active",,,,,
"STOP#3",,,,,,,,
"STOP#4",,"Strong",,,,,,
"STOPPER",,,,,,,,"Object"
"STORAGE",,,,,,,,
"STORE#1",,,,,,,,
"STORE#2",,,,,,,,
"STORE#3",,,,,,,,
"STORE#4",,,,,,,,
"STORE#5",,,,,,,,
"STORM#1",,"Strong",,,,,,
"STORM#2",,"Strong","Active",,"Negativ",,,
"STORMY",,,,,"Negativ",,,
"STORY#1",,,,,,,,
"STORY#2",,,,,,,,"Object"
"STOVE",,,,,,,,"Object"
"STRAGGLE",,,"Active",,"Negativ","Weak",,
"STRAGGLER",,,,,"Negativ","Weak",,
"STRAIGHT#1",,,,,,,,
"STRAIGHT#2",,,,,,,,
"STRAIGHT#3","Positiv",,,,,,,
"STRAIGHT#4",,,,,,,,
"STRAIGHTFORWARD","Positiv","Strong",,,,,,
"STRAIN#1",,,,,"Negativ",,,
"STRAIN#2",,,"Active",,"Negativ",,,
"STRANGE",,,,,,,,
"STRANGER",,,,"Role",,,,
"STRANGLE",,,"Active",,"Negativ",,,
"STRATEGIC",,"Strong",,,,,,
"STRATEGY",,,,,,,,
"STRATUM",,,,,,,,
"STRAW",,,,,,,,"Object"
"STRAY",,,,,"Negativ",,,
"STREAK",,,,,,,,
"STREAM#1",,,,,,,,
"STREAM#2",,,,,,,,
"STREAM#3",,,,,,,,
"STREAM#4",,,,,,,,
"STREAMER",,,,,,,,"Object"
"STREET",,,,,,,,
"STRENGTH",,"Strong",,,,,,
"STRENGTHEN#1",,"Strong","Active",,,,,
"STRENGTHEN#2",,"Strong","Active",,,,,
"STRENUOUS",,"Strong",,,,,,
"STRESS#1",,,,,"Negativ",,,
"STRESS#2",,,"Active",,"Negativ",,,
"STRETCH#1",,,,,,,,
"STRETCH#2",,,"Active",,,,,
"STRICKEN",,,,,"Negativ","Weak",,
"STRICT#1",,"Strong",,,"Negativ",,,
"STRICT#2",,"Strong",,,"Negativ",,,
"STRICT#3",,"Strong",,,"Negativ",,,
"STRIDE#1",,,,,,,,
"STRIDE#2",,,,,,,,
"STRIFE",,,"Active",,"Negativ","Weak",,
"STRIKE#1",,"Strong","Active",,"Negativ",,,
"STRIKE#2",,,,,,,,
"STRIKE#3",,"Strong","Active",,,,,
"STRIKE#4",,,,,,,,
"STRIKE#5",,,,,"Negativ",,,
"STRIKE#6",,"Strong",,,,,,
"STRING",,,,,,,,"Object"
"STRINGENT",,"Strong",,,"Negativ",,,
"STRIP#1",,,,,,,,"Object"
"STRIP#2",,"Strong","Active",,,,,
"STRIVE",,,"Active",,,,,
"STRIVEN",,,"Active",,,,,
"STROKE#1",,,,,,,,
"STROKE#2",,,"Active",,,,,
"STRONG#1",,"Strong",,,,,,
"STRONG#2",,"Strong",,,,,,
"STRONG#3",,"Strong",,,,,,
"STRONG#4",,"Strong",,,,,,
"STRONGHOLD",,"Strong",,,,,,
"STROVE",,,"Active",,,,,
"STRUCK#1",,"Strong","Active",,"Negativ",,,
"STRUCK#2",,,,,,,,
"STRUCTURAL",,,,,,,,
"STRUCTURE#1",,,,,,,,"Object"
"STRUCTURE#2",,,"Active",,,,,
"STRUGGLE#1",,,"Active",,"Negativ",,,
"STRUGGLE#2",,,"Active",,"Negativ",,,
"STRUGGLE#3",,,"Active",,"Negativ",,,
"STRUT","Positiv",,"Active",,,,,
"STUBBORN",,"Strong",,,"Negativ",,,
"STUBBORNLY",,"Strong",,,"Negativ",,,
"STUBBORNNESS",,"Strong",,,"Negativ",,,
"STUCK#1",,,,,,,,
"STUD","Positiv",,,"Role",,,,
"STUDENT",,,,"Role",,,,
"STUDIO",,,,,,,,
"STUDIOUS","Positiv",,,,,,,
"STUDY#1",,,"Active",,,,,
"STUDY#2",,,"Active",,,,,
"STUDY#3",,,"Active",,"Negativ",,,
"STUDY#4",,,"Active",,,,,
"STUFF#1",,,,,,,,"Object"
"STUFF#2",,"Strong","Active",,,,,
"STUFF#3",,,,,,,,
"STUFF#4",,,,,,,"Passive",
"STUFF#5",,,,,,,,"Object"
"STUFFY",,,,,"Negativ",,,
"STUMBLE",,,,,,"Weak","Passive",
"STUN",,"Strong",,,,,,
"STUNT",,,,,"Negativ",,,
"STUPENDOUS","Positiv",,,,,,,
"STUPID#1",,,,,"Negativ",,,
"STUPID#2",,,,,"Negativ",,,
"STUPID#3",,,,,"Negativ",,,
"STUPIDITY",,,,,"Negativ",,,
"STUPOR",,,,,"Negativ",,,
"STURDY","Positiv","Strong",,,,,,
"STYLE",,,,,,,,
"STYLISH","Positiv",,,,,,,
"SUAVE","Positiv","Strong",,,,,,
"SUBDUE",,"Strong","Active",,,,,
"SUBJECT#1",,,,,,,,
"SUBJECT#2",,,,,,,,
"SUBJECT#3",,,,,,,,
"SUBJECTION",,,,,"Negativ","Weak",,
"SUBJECTIVE",,,,,,,,
"SUBJUGATE",,,,,"Negativ","Weak","Passive",
"SUBJUGATION",,,,,"Negativ","Weak",,
"SUBLIME","Positiv",,,,,,,
"SUBMARINE",,,,,,,,"Object"
"SUBMERGE",,,,,,,,
"SUBMISSION",,,,,,,,
"SUBMISSIVE",,,,,"Negativ","Weak",,
"SUBMIT",,,,,,"Weak","Passive",
"SUBORDINATE",,,,"Role",,"Weak","Passive",
"SUBORDINATION",,,,,,,,
"SUBSCRIBE","Positiv",,"Active",,,,,
"SUBSCRIBER",,,,"Role",,,,
"SUBSCRIPTION","Positiv",,,,,,,
"SUBSEQUENT",,,,,,,,
"SUBSERVIENCE",,,,,"Negativ","Weak",,
"SUBSERVIENCY",,,,,,,,
"SUBSIDE",,,"Active",,"Negativ",,,
"SUBSIDIZE","Positiv",,"Active",,,,,
"SUBSIDY","Positiv",,,,,,,
"SUBSIST","Positiv",,"Active",,,,,
"SUBSISTENCE","Positiv",,,,,,,
"SUBSTANCE",,,,,,,,
"SUBSTANTIAL",,"Strong",,,,,,
"SUBSTANTIATE","Positiv",,"Active",,,,,
"SUBSTITUTE#1",,,,,,,,
"SUBSTITUTE#2",,,,,,,,
"SUBSTITUTION",,,,,"Negativ",,,
"SUBTLE","Positiv",,,,,"Weak",,
"SUBTRACT",,,"Active",,"Negativ",,,
"SUBTRACTION",,,,,,,,
"SUBURB",,,,,,,,
"SUBURBAN",,,,,,,,
"SUBVERSION",,,,,"Negativ",,,
"SUBVERT",,,"Active",,"Negativ",,,
"SUCCEED#1","Positiv",,,,,,,
"SUCCEED#2",,,,,,,,
"SUCCEED#3",,,,,,,,
"SUCCESS","Positiv",,,,,,,
"SUCCESSFUL","Positiv",,,,,,,
"SUCCESSION",,,,,,,,
"SUCCESSIVE",,,,,,,,
"SUCCESSOR",,"Strong",,"Role",,,,
"SUCCUMB",,,,,"Negativ","Weak","Passive",
"SUCH#1",,,,,,,,
"SUCH#2",,,,,,,,
"SUCH#3",,,,,,,,
"SUCH#4",,,,,,,,
"SUCH#5",,,,,,,,
"SUCKER",,,,,"Negativ","Weak",,
"SUDAN",,,,,,,,
"SUDDEN#1",,,,,,,,
"SUDDEN#2",,,,,,,,
"SUFFER#1",,,,,"Negativ","Weak","Passive",
"SUFFER#2",,,,,,"Weak","Passive",
"SUFFER#3",,,,,"Negativ","Weak","Passive",
"SUFFERER",,,,"Role","Negativ","Weak","Passive",
"SUFFICE","Positiv","Strong",,,,,,
"SUFFICIENT","Positiv","Strong",,,,,,
"SUFFOCATE",,,,,"Negativ","Weak","Passive",
"SUFFRAGE",,,,,,,,
"SUGAR",,,,,,,,"Object"
"SUGGEST#1",,,,,,,"Passive",
"SUGGEST#2",,,,,,,,
"SUGGESTION",,,,,,,,
"SUGGESTIVE",,,,,,,,
"SUICIDAL",,,,,,,,
"SUICIDE",,,,,,,,
"SUIT#1",,,,,,,,"Object"
"SUIT#2",,,,,,,,
"SUIT#3","Positiv",,,,,,,
"SUIT#4","Positiv",,,,,,,
"SUITABLE","Positiv",,,,,,,
"SUITCASE",,,,,,,,"Object"
"SUITE",,,,,,,,
"SULLEN",,,,,"Negativ",,,
"SULTAN",,,,,,,,
"SUM#1",,,,,,,,
"SUM#2",,,"Active",,,,,
"SUMMARIZE",,,"Active",,,,,
"SUMMARY",,,,,,,,
"SUMMER",,,,,,,,
"SUMMIT","Positiv",,,,,,,
"SUMMON#1",,"Strong","Active",,,,,"Object"
"SUMMON#2",,"Strong","Active",,,,,
"SUMPTUOUS","Positiv",,,,,,,
"SUN",,,,,,,,
"SUNBURN",,,,,,,,
"SUNDAY",,,,,,,,
"SUNDER",,,"Active",,"Negativ",,,
"SUNDOWN",,,,,,,,
"SUNG",,,"Active",,,,,
"SUNK",,,,,,"Weak","Passive",
"SUNKEN",,,,,,"Weak","Passive",
"SUNLIGHT",,,,,,,,
"SUNSHINE",,,,,,,,
"SUPER","Positiv",,,,,,,
"SUPERFICIAL",,,,,"Negativ","Weak",,
"SUPERFICIALITY",,,,,"Negativ",,,
"SUPERFLUOUS",,,,,"Negativ",,,
"SUPERINTENDENT",,"Strong",,"Role",,,,
"SUPERIOR","Positiv","Strong",,,,,,
"SUPERIORITY","Positiv","Strong",,,,,,
"SUPERLATIVE","Positiv",,,,,,,
"SUPERNATURAL",,,,,,,,
"SUPERSTITION",,,,,"Negativ",,,
"SUPERSTITIOUS",,,,,"Negativ",,,
"SUPERVISE",,,,,,,,
"SUPERVISION",,,,,,,,
"SUPPER",,,,,,,,"Object"
"SUPPLEMENT#1",,,,,,,,
"SUPPLEMENT#2",,"Strong",,,,,,
"SUPPLEMENTARY",,,,,,,,
"SUPPLIER",,"Strong",,"Role",,,,
"SUPPLY#1",,"Strong",,,,,,
"SUPPLY#2",,"Strong","Active",,,,,
"SUPPORT#1","Positiv","Strong","Active",,,,,
"SUPPORT#2","Positiv","Strong","Active",,,,,
"SUPPORT#3","Positiv","Strong","Active",,,,,
"SUPPORT#4","Positiv",,,,,"Weak","Passive",
"SUPPORTER",,,,"Role",,,,
"SUPPORTIVE","Positiv",,,,,,,
"SUPPOSE#1",,,,,,,,
"SUPPOSE#2",,,,,,,"Passive",
"SUPPOSE#3",,,,,,,,
"SUPPOSE#4",,,,,,,,
"SUPPRESS",,"Strong","Active",,"Negativ",,,
"SUPPRESSION",,"Strong","Active",,"Negativ",,,
"SUPRA",,,,,,,,
"SUPRANATIONAL",,,,,,,,
"SUPREMACY",,"Strong",,,,,,
"SUPREME#1","Positiv","Strong",,,,,,
"SUPREME#2","Positiv","Strong",,,,,,
"SUPREME#3",,"Strong",,,,,,
"SURE#1",,"Strong",,,,,,
"SURE#2",,,,,,,,
"SURE#3",,,,,,,,
"SURE#4",,,,,,,,
"SURE#5",,,,,,,,
"SURE#6",,"Strong",,,,,,
"SURFACE#1",,,,,,,,
"SURFACE#2",,,,,,,,
"SURGE","Positiv",,,,,,,
"SURGEON",,,,"Role",,,,
"SURINAM",,,,,,,,
"SURMISE","Positiv",,"Active",,,,,
"SURMOUNT","Positiv",,"Active",,,,,
"SURPASS","Positiv",,"Active",,,,,
"SURPLUS",,"Strong",,,,,,
"SURPRISE#1",,,,,,,,
"SURPRISE#2",,,"Active",,,,,
"SURPRISE#3",,,,,,,"Passive",
"SURPRISE#4",,,"Active",,,,,
"SURPRISE#5",,,"Active",,,,,
"SURRENDER#1",,,,,,"Weak","Passive",
"SURRENDER#2",,,,,,"Weak","Passive",
"SURROUND#1",,"Strong","Active",,,,,
"SURROUND#2",,,,,,"Weak","Passive",
"SURROUND#3",,,,,,,,
"SURROUND#4",,,,,,,,
"SURVEILLANCE",,"Strong","Active",,,,,
"SURVEY#1",,,,,,,,
"SURVEY#2",,,"Active",,,,,
"SURVIVAL","Positiv","Strong",,,,,,
"SURVIVE","Positiv","Strong",,,,,,
"SURVIVOR","Positiv",,,"Role",,,,
"SUSCEPTIBLE",,,,,"Negativ","Weak",,
"SUSPECT#1",,,,"Role","Negativ",,,
"SUSPECT#2",,,,,"Negativ",,,
"SUSPEND",,,"Active",,"Negativ",,,
"SUSPENSE",,,,,,,,
"SUSPENSION",,,,,"Negativ",,,
"SUSPICION",,,,,"Negativ",,,
"SUSPICIOUS",,,,,"Negativ",,,
"SUSTAIN",,"Strong","Active",,,,,
"SWALLOW",,,,,,,,
"SWAM",,,"Active",,,,,
"SWAMP",,,,,,,,
"SWAY",,,,,,,,
"SWEAR",,,,,"Negativ",,,
"SWEAT#1",,,,,,,,
"SWEAT#2",,,,,,,"Passive",
"SWEDEN",,,,,,,,
"SWEEP#1",,,"Active",,,,,
"SWEEP#2",,,"Active",,,,,
"SWEET#1","Positiv",,,,,,,
"SWEET#2",,,,,,,,"Object"
"SWEET#3","Positiv",,,,,,,
"SWEET#4","Positiv",,,,,,,
"SWEET#5","Positiv",,,,,,,
"SWEETEN","Positiv",,"Active",,,,,
"SWEETHEART","Positiv",,,"Role",,,,
"SWEETNESS","Positiv",,,,,,,
"SWEPT",,,"Active",,,,,
"SWIFT",,"Strong",,,,,,
"SWIFTNESS","Positiv",,,,,,,
"SWIM#1",,,"Active",,,,,
"SWIM#2",,,"Active",,,,,
"SWIM#3",,,"Active",,,,,
"SWIMMER",,,"Active","Role",,,,
"SWING#1",,,"Active",,,,,
"SWING#2",,,"Active",,,,,
"SWING#3",,,,,,,,
"SWISS",,,,,,,,
"SWITCH#1",,,,,,,,"Object"
"SWITCH#2",,,"Active",,,,,
"SWITZERLAND",,,,,,,,
"SWOLLEN",,,,,,,"Passive",
"SWOON","Positiv",,,,,,"Passive",
"SWORD",,"Strong",,,,,,"Object"
"SWORE",,,,,"Negativ",,,
"SWORN","Positiv",,,,,,,
"SWUNG",,,"Active",,,,,
"SYMBOL",,,,,,,,
"SYMBOLISM",,,,,,,,
"SYMBOLIZE","Positiv",,,,,,"Passive",
"SYMMETRY","Positiv",,,,,,,
"SYMPATHETIC","Positiv",,,,,,,
"SYMPATHISE#1",,,,,,,,
"SYMPATHIZE","Positiv",,,,,,,
"SYMPATHY","Positiv",,,,,,,
"SYMPHONIC",,,,,,,,
"SYMPHONY",,,,,,,,
"SYMPTOM",,,,,"Negativ",,,
"SYNDICATE",,,,,,,,
"SYNTHESIS","Positiv",,,,,,,
"SYNTHETIC",,,,,,,,
"SYRIA",,,,,,,,
"SYRUP",,,,,,,,"Object"
"SYSTEM",,,,,,,,
"SYSTEMATIC",,"Strong",,,,,,
"SYSTEMATICALLY",,"Strong",,,,,,
"TABLE#1",,,,,,,,"Object"
"TABLE#2",,,,,,,,
"TABLE#3",,,,,,,,
"TABOO",,,,,"Negativ",,,
"TACT","Positiv",,,,,,,
"TACTIC",,,,,,,,
"TACTICAL",,,,,,,,
"TACTICS","Positiv",,,,,,,
"TAIL#1",,,,,,,,
"TAIL#2",,,"Active",,,,,
"TAILOR#1",,,,"Role",,,,
"TAILOR#2",,,,,,,,
"TAINT",,,"Active",,"Negativ",,,
"TAIWAN",,,,,,,,
"TAKE#1",,,"Active",,,,,
"TAKE#2",,,"Active",,,,,
"TAKE#3",,"Strong",,,,,,
"TAKE#4",,,,,,,,
"TAKE#5",,"Strong","Active",,,,,
"TAKE#6",,"Strong","Active",,,,,
"TAKE#7",,"Strong","Active",,,,,
"TAKE#8",,"Strong","Active",,,,,
"TAKE#9",,,,,,,,
"TAKE#_10",,,"Active",,,,,
"TAKE#_11",,,"Active",,,,,
"TAKE#_12",,,,,,,,
"TAKE#_13",,,,,,,,
"TAKEN#1",,,,,,,,
"TALE",,,,,,,,
"TALENT","Positiv","Strong",,,,,,
"TALENTED","Positiv","Strong",,,,,,
"TALK#1",,,"Active",,,,,
"TALK#2",,,"Active",,,,,
"TALK#3",,,"Active",,,,,
"TALK#4",,,,,,,,
"TALKER",,,"Active","Role",,,,
"TALL",,"Strong",,,,,,
"TAMPER",,,"Active",,"Negativ",,,
"TANGANYIKA",,,,,,,,
"TANGIBLE",,,,,,,,
"TANGLE",,,,,,,,
"TANK",,,,,,,,"Object"
"TANTAMOUNT",,,,,,,,
"TANTRUM",,,,,"Negativ",,,
"TAP#1",,,,,,,,"Object"
"TAP#2",,,,,,,,
"TARDY",,,,,"Negativ",,,
"TARGET",,,,,,,,
"TARIFF",,,,,"Negativ",,,
"TASK",,,"Active",,,,,
"TASTE#1",,,,,,,,
"TASTE#2","Positiv",,,,,,,
"TASTE#3",,,,,,,"Passive",
"TASTE#4",,,,,,,,
"TATTER",,,"Active",,"Negativ",,,
"TAUGHT",,,"Active",,,,,
"TAUNT#1",,,"Active",,"Negativ",,,
"TAUNT#2",,,"Active",,"Negativ",,,
"TAUT",,"Strong",,,,,,
"TAX#1",,,,,,,,
"TAX#2",,,,,"Negativ",,,
"TAX#3",,,,,,,,
"TAX#4",,,,,,,,
"TAXABLE",,,,,,,,
"TAXATION",,,,,,,,
"TAXI",,,,,,,,"Object"
"TAXPAYER",,,,"Role",,,,
"TEA",,,,,,,,"Object"
"TEACH#1",,,"Active",,,,,
"TEACH#2",,,,,,,,
"TEACH#3",,,,,,,,
"TEACHER",,,,"Role",,,,
"TEAM",,,,,,,,
"TEAMSTER",,,,"Role",,,,
"TEAR#1",,,"Active",,"Negativ",,,
"TEAR#2",,,,,,,,
"TEAR#3",,,,,"Negativ",,"Passive",
"TEASE",,,"Active",,"Negativ",,,
"TECHNICAL",,,,,,,,
"TECHNICIAN",,,,"Role",,,,
"TECHNIQUE",,,,,,,,
"TECHNOLOGICAL",,,,,,,,
"TECHNOLOGY",,,,,,,,
"TEDIOUS",,,,,"Negativ",,,
"TEENAGE",,,,"Role",,,,
"TEENAGER",,,,"Role",,,,
"TEETH",,,,,,,,
"TELEGRAM",,,,,,,,"Object"
"TELEGRAPH#1",,,,,,,,
"TELEGRAPH#2",,,,,,,,
"TELEVISION",,,,,,,,"Object"
"TELL#1",,,"Active",,,,,
"TELL#2",,,,,,,,
"TELL#3",,,,,,,,
